name,platform,global_sales,critic_score,critic_count,user_score,user_count
One Piece Unlimited Cruise SP,3DS,0.3,46,20,5.3,8
One Piece Unlimited World: Red,3DS,0.23,,,,
One Piece: Pirate Warriors 2,PS3,0.58,71,35,7.4,39
One Piece: Pirate Warriors 2,PSV,0.12,,,,
One Piece: Romance Dawn - Bouken no Yoake,PSP,0.32,,,,
One Piece: Romance Dawn - Bouken no Yoake,3DS,0.07,,,,
One Piece: Unlimited Adventure,Wii,0.19,67,17,9.2,19
Onechanbara Special,PSP,0.02,,,,
Onechanbara Z Kagura,X360,0.03,,,,
Onechanbara Z Kagura,PS3,0.03,,,,
Onechanbara: Bikini Samurai Squad,X360,0.11,39,39,6.5,43
Onechanbara: Bikini Zombie Slayers,Wii,0.11,55,24,8.5,14
Onigokko! Portable,PSP,0.01,,,,
Online Chess Kingdoms,PSP,0.02,60,17,8.5,4
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,0.03,,,,
Onore no Shinzuru Michi wo Yuke,PSP,0.01,,,,
Ookami Kakushi,PSP,0.04,,,,
Open Season,X360,0.11,59,15,7.9,8
Open Season,Wii,0.07,49,5,4.8,6
Open Season,PSP,0.07,,,,
Operation Darkness,X360,0.06,46,22,7.1,15
Operation Flashpoint: Dragon Rising,X360,0.9,77,47,7.8,102
Operation Flashpoint: Dragon Rising,PS3,0.88,76,42,6.4,48
Operation Flashpoint: Red River,PS3,0.27,67,36,6.2,14
Operation Flashpoint: Red River,X360,0.25,69,64,6.3,23
Opoona,Wii,0.09,65,33,7.7,13
Order Up!,Wii,0.2,,,,
Order Up!!,PS3,0.03,,,,
Order Up!!,3DS,0.01,,,,
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,0.04,,,,
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,0.15,,,,
Ore no Shikabane o Koete Yuke,PSP,0.2,,,,
Ore no Yome: Anata Dake no Hanayome,X360,0.02,,,,
Ore wa Shoujo Mangaka,PSP,0.02,,,,
Oretachi no Sabage Portable,PSP,0.01,,,,
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,0.02,,,,
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,0.03,,,,
Otomedius Excellent,X360,0.14,48,8,8.1,14
Otomedius Gorgeous,X360,0.03,,,,
Otometeki Koi Kakumei * Love Revo! Portable,PSP,0.02,,,,
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,0.04,,,,
Ouchi Mainichi Tamagotchi,3DS,0.09,,,,
Ouka Sengoku Portable,PSP,0.01,,,,
Oumagatoki: Kaidan Romance,PSP,0.03,,,,
Our House Party!,Wii,0.14,,,,
Outdoors Unleashed: Africa 3D,3DS,0.01,,,,
Outdoors Unleashed: Alaska 3D,3DS,0.01,,,,
OutRun 2006: Coast 2 Coast,PSP,0.04,82,31,8.9,10
Over G Fighters,X360,0.2,49,36,5.9,47
Over the Hedge: Hammy Goes Nuts!,PSP,0.05,58,7,,
Overlord,X360,0.38,76,47,8.4,59
Overlord II,X360,0.31,75,60,7.6,34
Overlord II,PS3,0.29,72,42,7.8,21
Overlord: Dark Legend,Wii,0.35,68,30,7.9,13
Overlord: Raising Hell,PS3,0.08,72,35,7.4,19
Pac-Man & Galaga Dimensions,3DS,0.16,,,,
PAC-MAN and the Ghostly Adventures,3DS,0.03,,,,
PAC-MAN and the Ghostly Adventures,X360,0.02,,,,
PAC-MAN and the Ghostly Adventures,PS3,0.02,,,,
PAC-MAN and the Ghostly Adventures,WiiU,0.01,,,6.8,4
Pac-Man Party,Wii,0.57,59,14,4.8,6
Pac-Man Party 3D,3DS,0.12,43,11,5,8
Pac-Man World 3,PSP,0.07,61,9,,
Pac-Man World Rally,PSP,0.04,51,9,,
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,0.02,,,,
PachiPara 3D,3DS,0.02,,,,
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,0.02,,,,
Pacific Liberator,Wii,0.03,,,,
Painkiller: Hell & Damnation,PS3,0.02,,,,
Painkiller: Hell & Damnation,X360,0.01,,,,
Pajama Sam: Don't Fear The Dark,Wii,0.09,,,,
Pandora's Tower,Wii,0.27,73,48,7.7,67
PANGYA: Fantasy Golf,PSP,0.13,77,16,9.3,6
Paper Mario: Sticker Star,3DS,1.89,75,69,6.9,182
PaRappa The Rapper,PSP,0.11,67,43,8,7
Party Pigs: Farmyard Games,Wii,0.07,,,,
Pastel Chime Continue,PSP,0.02,,,,
Patapon,PSP,0.77,86,60,8.7,80
Patapon 2,PSP,0.09,81,49,8.6,45
Patapon 3,PSP,0.25,74,41,6.8,23
Paws & Claws: Pet Resort,Wii,0.11,,,,
Paws & Claws: Pet Vet,Wii,0.1,,,,
Payday 2,X360,0.38,75,18,7.2,153
Payday 2,PS3,0.22,74,12,7.2,106
Payout Poker & Casino,PSP,0.02,,,,
PBR: Out of the Chute,Wii,0.11,,,,
PC Engine Best Collection: Tengai Makyou Collection,PSP,0.02,,,,
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,0.01,,,,
PDC World Championship Darts 2008,Wii,0.23,51,18,5.4,7
PDC World Championship Darts 2008,PSP,0.01,43,7,,
PDC World Championship Darts 2009,Wii,0.01,,,,
PDC World Championship Darts: Pro Tour,Wii,0.1,,,,
PDC World Championship Darts: Pro Tour,PS3,0.08,,,,
PDC World Championship Darts: Pro Tour,X360,0.01,,,,
Penny Racers Party: Turbo-Q Speedway,Wii,0.08,,,,
Peppa Pig: Fun and Games,Wii,0.12,,,,
Peppa Pig: The Game,Wii,0.36,,,,
Perfect Dark Zero,X360,0.75,81,75,7.5,198
Persona 2: Eternal Punishment,PSP,0.05,,,,
Persona 4: Arena,PS3,0.45,86,47,7.7,143
Persona 4: Arena,X360,0.1,83,21,7.4,47
Persona 4: The Golden,PSV,0.61,,,,
PES 2009: Pro Evolution Soccer,PS3,2.09,,,,
PES 2009: Pro Evolution Soccer,X360,0.99,,,,
PES 2009: Pro Evolution Soccer,PSP,0.8,,,,
PES 2009: Pro Evolution Soccer,Wii,0.44,,,,
Pet Pals: Animal Doctor,Wii,0.14,,,,
Pet Zombies,3DS,0.17,,,,
Peter Jackson's King Kong: The Official Game of the Movie,X360,0.23,80,57,7.2,60
Peter Jackson's King Kong: The Official Game of the Movie,PSP,0.18,56,10,6.2,20
Petz Dogz 2,Wii,0.57,,,,
Petz Fantasy 3D,3DS,0.06,,,,
Petz Rescue: Wildlife Vet,Wii,0.2,,,,
Petz Sports,Wii,0.45,,,,
Petz: Catz 2,Wii,0.44,,,5.8,6
Petz: Crazy Monkeyz,Wii,0.23,,,,
Petz: Dogz Family,PSP,0.07,,,,
Petz: Hamsterz Bunch,PSP,0.06,,,,
Petz: Horse Club,Wii,0.21,,,,
Petz: Horsez 2,Wii,0.42,,,,
Petz: Saddle Club,PSP,0.07,,,,
PGR3 - Project Gotham Racing 3,X360,0.57,,,,
PGR4 - Project Gotham Racing 4,X360,1.99,,,,
Phantasy Star Online 2,PSV,0.12,,,,
Phantasy Star Portable,PSP,0.89,64,38,7.9,16
Phantasy Star Portable 2,PSP,0.85,69,27,8.5,22
Phantasy Star Portable 2: Infinity,PSP,0.37,,,,
Phantasy Star Universe,X360,0.1,64,34,7.4,39
Phantom Brave: The Hermuda Triangle,PSP,0.06,65,16,6.8,9
Phantom Brave: We Meet Again,Wii,0.13,76,12,7.1,14
Phantom Breaker,X360,0.04,,,7,4
Phantom Breaker,PS3,0.01,,,,
Phantom Kingdom Portable,PSP,0.04,,,,
Phantom: Phantom of Inferno,X360,0.01,,,,
Pheasants Forever Wingshooter,Wii,0.04,,,,
Phi Brain: Kizuna no Puzzle,PSP,0.01,,,,
Phineas and Ferb: Across the 2nd Dimension,Wii,0.51,76,4,,
Phineas and Ferb: Across the 2nd Dimension,PS3,0.23,63,13,6.6,8
Phoenix Wright: Ace Attorney - Dual Destinies,3DS,0.37,,,,
PhotoKano,PSP,0.09,,,,
PhotoKano,PSV,0.07,,,,
Pictionary,Wii,0.83,71,7,,
Pictionary: Ultimate Edition,X360,0.19,53,4,,
Pictionary: Ultimate Edition,PS3,0.18,62,4,,
Pikmin 3,WiiU,0.72,87,79,8.5,324
PilotWings Resort,3DS,0.88,71,64,7.2,69
Pimp My Ride,Wii,0.11,26,4,4.3,7
Pimp My Ride,X360,0.1,38,14,3.7,27
Pinball Hall of Fame: The Gottlieb Collection,PSP,0.22,73,27,9.5,11
Pinball Hall of Fame: The Gottlieb Collection,Wii,0.13,,,,
Pinball Hall of Fame: The Williams Collection,Wii,0.45,82,16,8.8,34
Pinball Hall of Fame: The Williams Collection,PS3,0.19,82,16,7.9,7
Pinball Hall of Fame: The Williams Collection,PSP,0.11,78,4,,
Pinball Hall of Fame: The Williams Collection,X360,0.1,83,18,8.9,15
Pinball Hall of Fame: The Williams Collection,3DS,0.07,67,5,7.3,7
Pipe Mania,PSP,0.05,74,6,,
Pippa Funnell: Ranch Rescue,Wii,0.01,,,,
Pirate Blast,Wii,0.01,,,,
Pirates of the Caribbean: At World's End,PS3,0.7,55,24,6.9,15
Pirates of the Caribbean: At World's End,Wii,0.44,53,17,7.2,17
Pirates of the Caribbean: At World's End,PSP,0.4,61,5,7.2,9
Pirates of the Caribbean: At World's End,X360,0.32,58,42,5.3,21
Pirates of the Caribbean: Dead Man's Chest,PSP,0.27,52,34,8.5,14
Pirates PlundArrr,Wii,0.01,60,5,,
Pirates vs Ninja Dodgeball,Wii,0.04,,,,
Pirates: Hunt For Blackbeard's Booty,Wii,0.18,,,,
Pitfall: The Big Adventure,Wii,0.2,,,5,4
PixelJunk Monsters Deluxe,PSP,0.1,86,27,8.3,26
Pizza Delivery Boy,Wii,0.06,,,,
Planet 51,Wii,0.19,53,6,,
Planet 51,X360,0.09,53,13,,
Planet 51,PS3,0.09,50,11,,
Planetarian: Chiisana Hoshi no Yume,PSP,0.02,,,,
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,0.02,,,,
Plants vs. Zombies,X360,0.17,89,27,8.2,136
Plants vs. Zombies,PS3,0.15,85,8,7.7,46
Platypus,PSP,0.02,59,14,,
Playmobil Circus,Wii,0.08,,,,
PlayStation All-Stars Battle Royale,PS3,0.73,74,69,7.5,430
PlayStation All-Stars Battle Royale,PSV,0.27,75,15,7.8,151
PlayStation Move Heroes,PS3,0.14,53,39,6.2,15
Pocket Pool,PSP,0.04,37,19,,
Pocket Racers,PSP,0.01,39,16,,
Pocket Soccer League: Calciobit,3DS,0.1,,,,
PokÃ©mon Battle Revolution,Wii,1.54,53,34,6.6,86
PokÃ©mon Rumble Blast,3DS,1.05,56,36,7.3,38
PokÃ©mon X/Y,3DS,10.27,,,,
PokÃ©Park Wii: Pikachu's Adventure,Wii,1.13,62,22,7.2,22
PokÃƒÂ©mon Mystery Dungeon: Gates to Infinity,3DS,1.05,59,46,6.8,84
PokePark 2: Wonders Beyond,Wii,0.7,60,18,5.6,17
Pony Friends 2,Wii,0.05,,,,
Pool Hall Pro,Wii,0.05,62,5,,
Pool Party,Wii,0.04,32,13,0.7,6
Pop'n Music,Wii,0.08,,,,
Pop'n Music Portable,PSP,0.13,,,,
Pop'n Music Portable 2,PSP,0.06,,,,
PopCap Arcade Vol 1,X360,0.03,,,,
PopCap Arcade Vol 2,X360,0.03,67,4,,
PopCap Hits!,X360,0.01,,,,
PopCap Hits! Vol 2,X360,0.02,,,,
PoPoLoCrois,PSP,0.06,66,41,7.8,13
PoPoLoCrois (JP sales),PSP,0.08,,,,
PopStar Guitar,Wii,0.04,,,,
Port Royale 3,X360,0.04,56,11,4.5,6
Port Royale 3,PS3,0.04,,,8.5,4
Portable Island: Tenohira Resort,PSP,0.02,,,,
Portal 2,X360,1.78,95,66,8.4,850
Portal 2,PS3,1.51,95,54,8.3,738
Power Gig: Rise of the SixString,PS3,0.13,36,10,,
Power Gig: Rise of the SixString,X360,0.1,36,20,1,15
Power Pro Success Legends,PSP,0.06,,,,
Power Rangers Samurai,Wii,0.27,45,4,,
Power Smash: Live Match!,PS3,0.01,,,,
Power Stone Collection,PSP,0.08,74,34,,
PowerUp Heroes,X360,0.25,61,13,7.5,10
Poyo Poyo Kansatsu Nikki,3DS,0.02,,,,
PQ: Practical Intelligence Quotient,PSP,0.08,69,34,,
PQ2: Practical Intelligence Quotient,PSP,0.05,74,19,9.2,5
Press Your Luck 2010 Edition,Wii,0.35,,,,
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,0.05,,,,
Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,0.05,,,,
Pretty Rhythm: My Deco Rainbow Wedding,3DS,0.08,,,,
Prey,X360,0.3,79,80,7.4,92
Prince of Persia,PS3,1.03,85,59,7.2,188
Prince of Persia,X360,0.98,81,73,7,154
Prince of Persia Trilogy,PS3,0.41,,,,
Prince of Persia: Revelations,PSP,0.2,65,27,8,20
Prince of Persia: Rival Swords,Wii,0.28,70,30,7.8,19
Prince of Persia: Rival Swords,PSP,0.1,74,16,8.7,12
Prince of Persia: The Forgotten Sands,PS3,0.63,75,49,7.6,90
Prince of Persia: The Forgotten Sands,X360,0.58,74,69,7.7,87
Prince of Persia: The Forgotten Sands,PSP,0.36,65,10,7.2,11
Prince of Persia: The Forgotten Sands,Wii,0.22,77,24,8.1,26
Princess Arthur,PSP,0.01,,,,
Princess Evangile Portable,PSP,0.01,,,,
Princess Frontier Portable,PSP,0.02,,,,
Princess Isabella: A Witch's Curse,Wii,0.02,,,,
"Prinny 2: Dawn of Operation Panties, Dood!",PSP,0.07,,,,
Prinny: Can I Really Be the Hero?,PSP,0.06,72,45,6.8,32
Prinny: Can I Really Be The Hero? (US sales),PSP,0.06,,,,
Prison Break: The Conspiracy,PS3,0.23,42,33,3.7,17
Prison Break: The Conspiracy,X360,0.19,40,37,4.4,15
Pro Angler Moves,PS3,0.01,,,,
Pro Evolution Soccer 2008,PS3,1.58,74,19,6.3,43
Pro Evolution Soccer 2008,Wii,1.19,83,19,8.5,42
Pro Evolution Soccer 2008,X360,1.07,76,29,7.8,33
Pro Evolution Soccer 2008,PSP,0.98,80,17,6.9,10
Pro Evolution Soccer 2010,PS3,2.26,78,42,6.6,65
Pro Evolution Soccer 2010,PSP,0.8,72,9,4.3,4
Pro Evolution Soccer 2010,X360,0.79,78,34,7.7,23
Pro Evolution Soccer 2010,Wii,0.5,82,13,8.8,15
pro evolution soccer 2011,PS3,2.38,77,41,6.7,70
pro evolution soccer 2011,PSP,0.79,74,10,5.8,4
pro evolution soccer 2011,X360,0.6,79,43,5.9,28
pro evolution soccer 2011,Wii,0.21,78,9,5,6
Pro Evolution Soccer 2011 3D,3DS,0.35,73,43,6.5,15
Pro Evolution Soccer 2012,PS3,2.15,80,41,6.5,114
Pro Evolution Soccer 2012,PSP,0.52,74,4,5.3,6
Pro Evolution Soccer 2012,X360,0.48,78,36,6.4,47
Pro Evolution Soccer 2012,Wii,0.2,79,9,6.7,11
Pro Evolution Soccer 2012,3DS,0.02,73,9,8.4,11
Pro Evolution Soccer 2013,PS3,1.36,82,37,6.6,109
Pro Evolution Soccer 2013,X360,0.26,82,33,6.8,66
Pro Evolution Soccer 2013,PSP,0.23,,,,
Pro Evolution Soccer 2013,3DS,0.13,,,7,7
Pro Evolution Soccer 2013,Wii,0.07,,,,
Pro Evolution Soccer 2014,PS3,0.73,78,39,4.1,203
Pro Evolution Soccer 2014,X360,0.15,80,23,4.7,89
Pro Evolution Soccer 2014,PSP,0.07,,,,
Pro Evolution Soccer 2014,3DS,0.07,,,,
Pro Golfer Saru,Wii,0.01,,,,
Pro Yakyuu Family Stadium,Wii,0.03,,,,
Pro Yakyuu Famista 2011,3DS,0.06,,,,
Pro Yakyuu Spirits 2010,PSP,0.24,,,,
Pro Yakyuu Spirits 2010,PS3,0.21,,,,
Pro Yakyuu Spirits 2011,PSP,0.24,,,,
Pro Yakyuu Spirits 2011,PS3,0.18,,,,
Pro Yakyuu Spirits 2011,3DS,0.07,,,,
Pro Yakyuu Spirits 2012,PSP,0.2,,,,
Pro Yakyuu Spirits 2012,PS3,0.19,,,,
Pro Yakyuu Spirits 2012,PSV,0.06,,,,
Pro Yakyuu Spirits 2013,PS3,0.2,,,,
Pro Yakyuu Spirits 2013,PSP,0.19,,,,
Pro Yakyuu Spirits 2013,PSV,0.06,,,,
Pro Yakyuu Spirits 4,PS3,0.07,,,,
Pro Yakyuu Spirits 5,PS3,0.11,,,,
Pro Yakyuu Spirits 5 Kanzenban,PS3,0.03,,,,
Pro Yakyuu Spirits 6,PS3,0.15,,,,
Professional Fisherman's Tour: Big Bass Open,3DS,0.01,,,,
Professor Heinz Wolff's Gravity,Wii,0.16,63,12,9,6
Professor Layton and the Legacy of Civilization A,3DS,0.63,,,,
Professor Layton and the Mask of Miracle,3DS,1.35,82,54,8.4,76
Professor Layton vs Ace Attorney,3DS,0.3,,,,
Project Runway,Wii,0.23,,,,
Project Sylpheed: Arc of Deception,X360,0.13,64,45,8.7,17
Project X Zone,3DS,0.31,70,53,7.4,109
Prototype 2,X360,0.69,74,69,7.1,144
Prototype 2,PS3,0.61,79,39,6.7,128
Puella Magi Madoka Magica Portable,PSP,0.12,,,,
Punch-Out!!,Wii,0.25,,,,
Puppeteer,PS3,0.16,80,75,8.4,145
Puppies 3D,3DS,0.11,,,,
Pure,X360,2.44,85,55,7.9,75
Pure,PS3,0.84,83,43,8,23
Pure Futbol,PS3,0.21,46,12,7.4,29
Pure Futbol,X360,0.16,38,20,7.8,25
Purr Pals,Wii,0.28,,,,
Pursuit Force,PSP,0.16,75,59,7.7,21
Pursuit Force: Extreme Justice,PSP,0.15,73,44,7.9,9
Puss in Boots,Wii,0.18,,,,
Puss in Boots,X360,0.17,,,,
Puss in Boots,PS3,0.07,70,4,,
Putty Squad,PS4,0.01,36,4,,
Puyo Pop Fever,PSP,0.04,68,9,,
Puyo Puyo 7,Wii,0.05,,,,
Puyo Puyo 7,PSP,0.03,,,,
Puyo Puyo! 15th Anniversary,PSP,0.02,,,,
Puyo Puyo!! 20th Anniversary,3DS,0.11,,,,
Puzzle & Dragons,3DS,1.31,,,,
Puzzle Challenge: Crosswords and More!,PSP,0.2,,,,
Puzzle Challenge: Crosswords and More!,Wii,0.03,,,,
Puzzle Chronicles,PSP,0.05,62,19,,
Puzzle Guzzle,PSP,0.02,65,12,,
Puzzle Kingdoms,Wii,0.11,63,11,,
Puzzle Quest: Challenge of the Warlords,Wii,0.29,71,17,6.2,5
Puzzle Quest: Challenge of the Warlords,PSP,0.01,84,32,7.8,17
Puzzler Brain Games,Wii,0.63,,,,
Puzzler Collection,Wii,0.06,,,,
Puzzler Mind Gym 3D,3DS,0.07,51,5,,
PW: Project Witch,PSP,0.01,,,,
Quake 4,X360,0.34,75,52,6.7,68
Quantum Conundrum,PS3,0.01,79,14,7.3,44
Quantum Theory,PS3,0.17,43,34,5.5,16
Quantum Theory,X360,0.08,37,39,2.9,22
Qubed,X360,0.07,,,,
Queen's Blade: Spiral Chaos,PSP,0.11,,,,
Queen's Gate: Spiral Chaos,PSP,0.14,,,,
Quiz Mobile Gundam: Toi Senshi DX,PSP,0.04,,,,
R-Type Command,PSP,0.04,69,29,7.4,5
R-Type Command (correct US sales),PSP,0.04,,,,
R-Type Tactics II: Operation Bitter Chocolate,PSP,0.01,,,,
R.U.S.E.,PS3,0.45,76,37,7.2,47
R.U.S.E.,X360,0.24,78,45,7.1,36
Rabbids Go Home,Wii,1.09,78,50,8.4,23
Rabbids Land,WiiU,0.01,52,26,4.4,17
Rabbids Party Collection,Wii,0.18,,,,
Rabbids: Alive & Kicking,X360,0.25,,,,
Race Driver 2006,PSP,0.03,81,16,,
Race Pro,X360,0.16,72,54,7.1,57
Racquet Sports,PS3,0.3,45,17,4.6,7
Racquet Sports,Wii,0.23,51,8,8.6,15
Radirgy Noa Wii,Wii,0.01,,,,
Rage,X360,1.52,81,77,6.6,488
Rage,PS3,1.23,81,37,6.1,307
Ragnarok Odyssey,PSV,0.33,66,21,8,102
Ragnarok: Hikari to Yami no Koujo,PSP,0.06,,,,
Raiden Fighters Aces,X360,0.06,73,11,8.2,9
Raiden IV,X360,0.11,63,4,8.2,6
Railfan,PS3,0.01,,,,
Rainbow Islands: Revolution,PSP,0.01,,,,
Rampage: Total Destruction,Wii,0.2,46,21,5.8,17
Rango: The Video Game,PS3,0.15,65,23,5.4,5
Rango: The Video Game,X360,0.11,68,25,7.8,8
Rango: The Video Game,Wii,0.11,52,8,,
Rapala Fishing Frenzy 2009,PS3,0.17,31,4,4.4,9
Rapala Fishing Frenzy 2009,X360,0.04,41,5,6.6,5
Rapala for Kinect,X360,0.02,,,,
Rapala Pro Bass Fishing 2010,X360,0.34,,,,
Rapala Pro Bass Fishing 2010,PS3,0.22,,,,
Rapala Pro Bass Fishing 2010,Wii,0.22,,,,
Rapala Pro Bass Fishing 2010,PSP,0.04,,,,
Rapala Tournament Fishing!,Wii,0.55,41,8,4.7,13
Rapala Tournament Fishing!,X360,0.02,41,4,7,4
Rapala Trophies,PSP,0.04,,,,
Rapala: We Fish,Wii,0.54,,,,
Rapala's Fishing Frenzy,Wii,0.22,61,5,,
Ratatouille,PSP,0.64,64,7,8.5,4
Ratatouille,PS3,0.49,55,8,,
Ratatouille,Wii,0.48,62,16,6.5,11
Ratatouille,X360,0.24,56,14,,
Ratchet & Clank Collection,PS3,0.47,,,,
Ratchet & Clank Future: A Crack in Time,PS3,1.76,,,,
Ratchet & Clank Future: Quest for Booty,PS3,0.08,,,,
Ratchet & Clank Future: Tools of Destruction,PS3,2.47,,,,
Ratchet & Clank: All 4 One,PS3,1.04,,,,
Ratchet & Clank: Full Frontal Assault,PS3,0.17,,,,
Ratchet & Clank: Into the Nexus,PS3,0.4,,,,
Ratchet & Clank: Quest for Booty,PS3,0.52,,,,
Ratchet & Clank: Size Matters,PSP,3.68,,,,
Raven Squad: Operation Hidden Dagger,X360,0.08,38,22,3.3,36
Raving Rabbids: Travel in Time,Wii,0.72,62,24,7.8,13
Raving Rabbids: Travel in Time 3D,3DS,0.31,55,26,7.1,12
Rayman 3D,3DS,0.58,61,39,6.1,33
Rayman Legends,PS3,0.31,91,24,8.6,226
Rayman Legends,WiiU,0.28,92,35,8.5,246
Rayman Legends,X360,0.24,90,35,8.1,160
Rayman Legends,PSV,0.05,87,8,8.6,98
Rayman Origins,PS3,0.87,87,43,8.4,183
Rayman Origins,X360,0.69,87,55,8.2,167
Rayman Origins,Wii,0.49,92,13,8,96
Rayman Origins,PSV,0.41,88,54,8.5,226
Rayman Origins,3DS,0.08,71,8,6.1,41
Rayman Raving Rabbids,Wii,1.38,76,54,8.1,103
Rayman Raving Rabbids,X360,0.19,67,16,7.6,15
Rayman Raving Rabbids 2,Wii,1.81,67,25,8.6,56
Rayman Raving Rabbids: TV Party,Wii,1.99,73,24,7.5,20
Reader Rabbit 1st Grade,Wii,0.06,,,,
Reader Rabbit 2nd Grade,Wii,0.04,,,,
Reader Rabbit Kindergarten,Wii,0.11,,,,
Ready 2 Rumble Revolution,Wii,0.16,37,31,,
Real Heroes: Firefighter,Wii,0.62,67,18,8.4,8
Reality Fighters,PSV,0.08,54,39,3.7,24
Rebel Raiders: Operation Nighthawk,Wii,0.01,40,4,,
Rec Room Games,Wii,0.37,,,,
Record of Agarest War,X360,0.18,71,7,7.5,32
Record of Agarest War,PS3,0.06,67,7,7.3,26
Record of Agarest War 2,PS3,0.11,56,6,8,26
Record of Agarest War Marriage,PSP,0.04,,,,
Record of Agarest War Zero,PS3,0.11,50,8,7.1,30
Record of Agarest War Zero,X360,0.08,,,7.9,14
Red Dead Redemption,X360,5.9,95,96,9,1785
Red Dead Redemption,PS3,5.87,95,73,8.7,1668
Red Dead Redemption: Undead Nightmare,PS3,1.02,,,6.8,12
Red Dead Redemption: Undead Nightmare,X360,0.95,,,7.7,12
Red Faction: Armageddon,PS3,0.4,71,52,7.3,44
Red Faction: Armageddon,X360,0.34,71,74,7.3,57
Red Faction: Guerrilla,X360,0.83,85,84,8.1,207
Red Faction: Guerrilla,PS3,0.7,85,56,8.1,114
Red Steel,Wii,0.66,63,54,6.8,109
Red Steel 2,Wii,0.59,80,73,8.6,166
Reel Fishing Paradise 3D,3DS,0.16,57,5,,
Reel Fishing: Angler's Dream,Wii,0.26,,,7.5,4
Reel Fishing: The Great Outdoors,PSP,0.05,,,,
Reload: Target Down,Wii,0.24,,,,
Remember Me,PS3,0.2,72,37,7.4,304
Remember Me,X360,0.11,70,42,7.5,221
Remington Great American Bird Hunt,Wii,0.4,,,,
Remington Super Slam Hunting: Africa,Wii,0.25,,,,
Remington Super Slam Hunting: Alaska,Wii,0.08,,,,
Remington Super Slam Hunting: North America,Wii,0.17,,,,
Renai 0 Kilometer,PSP,0.03,,,,
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,0.02,,,,
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,0.02,51,24,8.1,12
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,0.01,,,,
Rengoku: The Tower of Purgatory,PSP,0.11,43,30,5.4,21
Resident Evil 4,Wii,2.18,,,,
Resident Evil 5,PS3,4.94,84,76,7.5,458
Resident Evil 5,X360,3.37,83,91,7.5,403
Resident Evil 6,PS3,2.71,74,34,5.2,1088
Resident Evil 6,X360,1.7,67,71,4.9,1238
Resident Evil Archives: Resident Evil,Wii,0.27,76,11,8.9,21
Resident Evil Archives: Resident Evil Zero,Wii,0.21,62,17,8.2,16
Resident Evil Chronicles HD,PS3,0.09,,,,
Resident Evil: Operation Raccoon City,PS3,1.09,52,36,5.1,170
Resident Evil: Operation Raccoon City,X360,0.68,52,56,4.9,285
Resident Evil: Revelations,3DS,0.77,82,78,8.6,288
Resident Evil: Revelations,PS3,0.5,74,30,7.2,121
Resident Evil: Revelations,X360,0.17,75,30,7.6,116
Resident Evil: Revelations,WiiU,0.08,80,19,7.3,75
Resident Evil: The Darkside Chronicles,Wii,1.01,75,55,8.1,40
Resident Evil: The Mercenaries 3D,3DS,0.41,65,69,6.5,92
Resident Evil: The Umbrella Chronicles,Wii,1.5,75,47,7.6,101
Resistance 2,PS3,2.39,87,79,6,1774
Resistance 3,PS3,1.36,83,91,7.7,434
Resistance Dual Pack,PS3,0.01,,,,
Resistance: Burning Skies,PSV,0.29,60,63,6.7,204
Resistance: Fall of Man,PS3,4.22,86,70,8.1,604
Resistance: Retribution,PSP,0.85,81,67,8,68
Resonance of Fate,PS3,0.67,72,42,7.8,100
Resonance of Fate,X360,0.31,74,43,7.5,78
Rezel Cross,PSP,0.01,,,,
Rhythm Heaven,Wii,0.84,83,56,8.6,36
Rhythm Thief & the Emperor's Treasure,3DS,0.23,,,,
Ride to Hell,X360,0.02,19,14,1.4,306
Ride to Hell,PS3,0.01,13,4,0.9,122
Ridge Racer,PSP,1.39,88,58,8.2,57
Ridge Racer,PSV,0.14,44,39,3.2,51
Ridge Racer 2,PSP,0.08,,,,
Ridge Racer 3D,3DS,0.46,75,59,7.1,49
Ridge Racer 6,X360,0.19,74,65,7.2,25
Ridge Racer 7,PS3,1.33,78,45,6.8,41
Ridge Racer Unbounded,PS3,0.13,72,20,6.4,24
Ridge Racer Unbounded,X360,0.08,71,59,7.7,52
Riding Stables: The Whitakers present Milton and Friends,3DS,0.02,,,,
Rig Racer 2,Wii,0.01,,,,
Ringling Bros. and Barnum & Bailey Circus,Wii,0.18,,,,
Rinne no Lagrange: Kamogawa Days,PS3,0.02,,,,
Rio,Wii,0.15,,,,
Rio,PS3,0.07,65,8,,
